Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Ukraine,UKR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.73791628490563,2.55131815944331,8.7495509827803,5.00872538573992,6.8531805098082,5.68814936936009,3.9234187670663,4.56840018285092,4.256089748054,4.47720109403357,2.36694390135139,0.634438528402592,-0.217508398305494,4.42178946686191,3.28306130596563,3.80086991777664,3.76649676088543,0.194103193490519,3.98166133947207,0.1538914564514
United States,USA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.02218472001084,1.74869134454691,1.09166213272067,2.16033528740671,2.39469093772646,2.30937902080946,1.11260034220261,1.75453268550496,1.68911277121237,1.54020811932936,1.71066753395925,1.43502130688419,2.80914762910409,2.53749765919682,1.95521086285051,1.0457039920427,1.47787452846554,0.656979527348296,2.11487581495193,1.52548182565046

